colorIdentity,convertedManaCost,coloredManaCost,power,toughness,rarity,types,uuid,text,releaseDate
W,3,1,1,3,common,griffin,8eb758d7-9b26-5e04-8697-38446aa9363f,flying vigilance,1/1/2011
W,5,2,4,4,uncommon,angel,ae1fe880-d3bf-5ab4-8883-a1ed5a805254,flying vigilance,1/1/2011
W,3,2,1,1,uncommon,cat knight,104b123a-a085-5bdd-a90a-a7db28bb765a,flying doublestrike,1/1/2011
W,1,1,1,1,common,bird,0baee063-ab6a-5f1b-8543-2513a0068f5e,flying,1/1/2011
W,1,1,1,1,common,wolf,82f6b7f8-fadf-511c-8369-03a64586df64,firststrike,1/1/2011
W,2,1,2,1,common,human knight,9ab7f735-85ac-51dd-8468-8e93911f7db0,firststrike,1/1/2011
U,5,2,4,4,uncommon,elemental,edc215ea-8ab2-5ac0-80a8-52eae4caa1c1,flying,1/1/2011
U,6,2,5,6,rare,djinn,6ea68bd3-bf84-5cd3-8bc8-09559519d89e,flying,1/1/2011
U,5,1,2,5,common,drake,9ffa0f97-fbaa-5d35-85ae-76d2e4be9c22,flying,1/1/2011
U,4,1,3,2,common,drake,892133f4-1284-5cb2-be4e-97bf519bf088,flying,1/1/2011
B,3,1,2,1,common,imp,ef724dd4-af99-56c5-9c9d-7405c9cc2615,flying,1/1/2011
B,4,1,2,3,common,elf rogue,a76b705c-09b1-594c-a90c-da6da705352e,deathtouch,1/1/2011
B,1,1,1,1,common,insect,04a6c94a-27cc-557a-989e-1e7a151783bc,swampwalk,1/1/2011
B,3,2,2,2,common,zombie,0f5193c5-b6a8-5467-bff7-345680a3351e,fear,1/1/2011
B,5,1,4,3,common,zombie giant,7080bbb4-c561-5d4f-ac97-0fb627d4b5c6,,1/1/2011
R,6,2,6,4,common,giant warrior,45d94864-aa56-52b1-81f0-b6f086a15559,,1/1/2011
R,5,2,4,5,uncommon,elemental,aa76978d-c309-5aff-8f67-e67ceeb4b972,,1/1/2011
R,2,1,2,1,common,goblin warrior,0aff76ab-575a-5b97-9409-3602612e6cd5,,1/1/2011
R,3,1,1,2,common,goblin warrior,f4740584-d405-512b-9bec-636e7235528b,flying,1/1/2011
R,4,1,3,3,common,giant,55b4c5ca-1e80-52c2-b3e5-8db4a6785983,,1/1/2011
R,4,1,4,1,common,elemental,91d431c8-4d15-5802-9d3a-943daa9c818d,haste,1/1/2011
G,4,2,3,4,common,treefolk warrior,81d7f367-35b6-5f18-b8b1-74bc612ceab5,reach,1/1/2011
G,7,2,7,7,uncommon,wurm,4be6d2c0-97d2-54eb-a6d9-6ce7ea2ae2fa,trample,1/1/2011
G,2,2,2,3,common,elf warrior,51df9bb6-e667-5bf5-b46c-96b54f26e2b9,,1/1/2011
G,4,1,2,4,common,spider,23084d58-851f-531b-a602-a5c0afbfc1cb,reach,1/1/2011
G,7,2,9,9,rare,beast,bd963b45-dd15-5b34-a029-1e5defd9e221,shroud,1/1/2011
G,3,2,2,3,rare,cat warrior legendary,3e9cd30f-237d-5cfe-9055-98276c542445,firststrike forestwalk vigilance,1/1/2011
G,7,2,5,7,common,treefolk warrior,8b82b43b-8095-501c-868d-4787e3d44ef4,vigilance trample,1/1/2011
G,2,1,2,2,common,bear,20b45be7-cc92-522b-862e-61f6831a85c6,,1/1/2011
G,5,1,5,4,common,wurm,8c6d80e8-8ff7-5115-b0bc-56f1d04fa30b,,1/1/2011
G,3,2,3,3,common,elephant,efa7ba4f-423a-5f04-8efc-8c7dc69ec54a,,1/1/2011
G,1,1,0,3,common,wall,b2d081ba-fba7-5909-829a-2a8fdc461c7a,defender,1/1/2011
R;W,6,2,5,5,uncommon,beast,0f321ec9-d8be-5936-8d0f-c82d58c310fe,vigilance haste,1/1/2011
U;W,2,2,2,1,common,human rogue,1334b2c6-5383-5973-8567-f184313418b5,firststrike shroud,1/1/2011
G;R,2,2,2,2,common,human warrior,2277ed04-fbff-50af-aa00-307104b03171,haste,1/1/2011
B;U,2,2,2,1,common,bird artifact,582a2246-6bfe-5f15-af99-9e58b6db6153,flying deathtouch,1/1/2011
G;R;W,3,3,5,4,uncommon,beast,7fc03962-f517-51c6-965f-e0d8bbe5536d,,1/1/2011
X,2,0,2,1,common,myr artifact,cb472b6d-18dd-523c-8a5f-ae67d210c390,,1/1/2011
X,0,0,0,2,uncommon,thopter artifact,a8df24d3-8c09-5d81-9e75-7a82aaee485f,flying,1/1/2011
X,3,0,2,3,common,wall artifact,c1ebfe43-d525-559c-8cbc-62b73f4c85f3,defender firststrike,1/1/2011
G,2,2,2,3,common,elf warrior,4f220e41-1fc7-5281-adab-fecc8f91316d,,8/22/2005
G,2,2,2,3,common,elf warrior,e7c08483-e775-5e4e-a6b8-1e46ee0425b6,,8/22/2005
W,6,1,3,2,uncommon,spirit,65ba41a8-c351-5e7d-b808-3a7f465598ea,flying firststrike soulshift5,8/22/2005
W,6,1,3,2,uncommon,spirit,a5a7fad0-af2f-59d8-93e0-793fb0fac8d4,flying firststrike soulshift5,8/22/2005
U,1,1,1,1,common,merfolk,7cec303a-3099-5a36-b8c1-dc25b58c3c09,,8/22/2005
U,1,1,1,1,common,merfolk,7b79bbc9-14bf-5060-9e65-bfb7776da6be,,8/22/2005
B,5,1,3,3,uncommon,zombie,d335369d-8c98-5469-b6d4-9c82c5c5b08e,fear,8/22/2005
W,7,1,5,5,rare,angel,a7099400-c703-5009-8e1d-17b2e0cc0001,flying firststrike,8/22/2005
W,5,1,2,5,uncommon,human soldier,ec957a5c-3064-51ba-9539-6dad4af992ff,vigilance,8/22/2005
W,3,1,2,1,common,human soldier,799de7d0-fdc7-5f09-bd73-b77e67979f0e,firststrike vigilance,8/22/2005
W,5,1,2,5,uncommon,human soldier,3f95cb3b-5cac-5320-92dd-b2d70581a250,vigilance,8/22/2005
W,3,1,2,1,common,human soldier,90577f6e-20be-5ea1-afc8-04031058e41d,firststrike vigilance,8/22/2005
R,3,1,2,2,common,goblin warrior,69612b89-7723-5ea9-8a8c-04f73b48f59e,haste,8/22/2005
R,3,1,2,2,common,goblin warrior,89fda8be-b5a6-5c2a-996e-a81c924ed222,haste,8/22/2005
R,2,1,1,1,common,goblin berserker,71af4a15-90df-5cd5-8ffc-a98533a70350,firststrike haste,8/22/2005
G,5,2,2,3,common,centaur berserker,dcad142a-793b-5153-9847-42ba03dc2ea3,bloodthirst3,8/22/2005
G;R,2,2,1,1,common,human berserker,52f2808f-672b-5f99-b176-d7307cfbfb25,bloodthirst2 trample,8/22/2005
R,3,1,2,2,common,goblin warrior,bd899f6e-dda6-547d-80bd-83a371fa3291,haste,8/22/2005
R,1,1,1,1,common,goblin berserker,0e2006f8-a0ba-5e2c-9325-b63bcc74a3b7,haste,8/22/2005
G,5,2,2,3,common,centaur berserker,3c06039c-4c5f-5c3d-bd49-5115dbf83647,bloodthirst3,8/22/2005
G;R,2,2,1,1,common,human berserker,f452f2dc-f886-5605-9fe1-f846eebe4e47,bloodthirst2 trample,8/22/2005
R,1,1,1,1,common,goblin berserker,bedb604d-d305-5087-b076-1af09c109c1a,haste,8/22/2005
R,1,1,1,1,common,goblin berserker,aad3bc31-2965-557c-826f-8edaf15a1619,haste,8/22/2005
G,7,1,7,7,uncommon,beast,adb1a124-a3ee-59bd-badc-a913c56e769d,,8/22/2005
G,5,2,4,4,common,beast,4be5a824-747f-55a3-a1d3-ec56c603956e,trample,8/22/2005
G,7,1,7,7,uncommon,beast,06f753bb-8e13-5469-9222-7a3a9d9cddff,,8/22/2005
W,4,2,2,3,common,cat knight,f697ecf8-25bc-50d5-b967-b46e9aa59ca2,flying firststrike,8/22/2005
G,3,2,2,3,rare,cat warrior legendary,8d4f3aa7-cb1e-5f4c-982a-6ac00dbec855,firststrike forestwalk vigilance,8/22/2005
W,3,2,1,1,uncommon,cat knight,3a232eac-60f8-5c11-bd1a-6edcdae29a42,flying doublestrike,8/22/2005
W,3,2,1,1,uncommon,cat knight,d8d72825-7776-5595-9b94-7649e43d5cdb,flying doublestrike,8/22/2005
W,2,2,2,2,uncommon,cat knight,c1870152-5b55-5692-a390-2927dd985b1a,flying,8/22/2005
W,4,2,2,3,common,cat knight,cd0e73a4-a525-5f74-9b5e-cc66e16dea5c,flying firststrike,8/22/2005
X,0,0,1,1,uncommon,construct artifact,846109d6-6fb0-534b-83ec-19b058ebc4bb,,9/30/2010
W,3,1,2,2,uncommon,human soldier,c70cc38d-339d-5315-98c7-5353394d1033,vigilance,7/6/1999
W,3,1,2,2,common,human soldier,dcf287f6-078a-5e9d-8d17-1d25c2ae29db,horsemanship,7/6/1999
W,5,1,3,3,uncommon,human soldier,a428f582-0b2d-5577-ba2f-5e652c9217aa,horsemanship,7/6/1999
W,4,1,3,3,common,human soldier,b688038f-6a89-503a-a695-b1493f6ce25b,,7/6/1999
W,3,1,2,3,common,human soldier,b41f4194-a321-5445-9c1f-54c4a229cedc,,7/6/1999
W,4,1,2,2,uncommon,human soldier,c3f59565-b4e5-5d80-907c-5020bd87ca33,vigilance horsemanship,7/6/1999
W,1,1,1,2,common,human soldier,5bdf7276-6c45-5787-87de-d06b34f59a00,,7/6/1999
W,6,2,4,4,rare,human soldier warrior legendary,c1449798-f08d-5d27-a073-af4ec827c855,vigilance horsemanship,7/6/1999
U,5,2,4,4,rare,human soldier legendary,c12e8ed9-4118-5e5e-b499-5ee8e94de24a,horsemanship,7/6/1999
U,2,1,1,3,common,scarecrow soldier,75a802e3-7538-5e65-bd8a-4a09692bdb0a,,7/6/1999
U,4,1,2,3,common,human soldier,6a9280b6-2956-5642-8e81-c02879ce5272,horsemanship,7/6/1999
U,2,1,2,1,common,human soldier,484abf49-9192-5a71-b9c0-d0ba12157110,,7/6/1999
U,2,1,1,2,common,human soldier,2a1a09e2-bf18-553f-879f-2afe33f645e5,horsemanship,7/6/1999
B,5,1,3,3,uncommon,human soldier,52708cdf-2e84-5f41-9ae7-886998333a22,horsemanship,7/6/1999
B,2,1,2,1,common,human soldier,64568a6f-0708-5b54-9f0a-8cfc6745e8d2,,7/6/1999
B,2,1,1,1,common,human soldier scout,bdaba705-26fa-5428-a14f-1686aebc5744,horsemanship,7/6/1999
B,3,1,2,1,common,human soldier,8cf06c52-5132-5102-9954-5e78c64c8111,horsemanship,7/6/1999
B,4,1,3,3,uncommon,boar,e7567865-e5fb-5256-99fd-327a1e005ce4,swampwalk,7/6/1999
B,1,1,1,1,common,rat,a83be79b-0a90-570b-bff4-46b95d38fe53,swampwalk,7/6/1999
B,3,1,2,2,common,snake,276e2354-304b-523f-9a6d-bc67c6bd0c27,swampwalk,7/6/1999
R,5,1,3,2,uncommon,human barbarian soldier,33758738-ca23-5aa2-9c07-a48fd63939d1,horsemanship,7/6/1999
R,4,1,3,3,common,human barbarian soldier,719b88f2-fdc1-5ca2-aa15-e3b436a30776,,7/6/1999
R,2,1,2,1,common,human soldier,f56b0bda-3f05-55bc-b6ae-a1bc3ad36437,,7/6/1999
R,6,1,4,3,rare,human soldier warrior legendary,06b30f55-2632-5a19-a87d-1d6f501030f0,haste horsemanship,7/6/1999
R,1,1,1,1,common,human soldier rogue,3df53f2c-a86d-52a7-961e-116518c8d8e2,haste,7/6/1999
R,5,1,4,2,uncommon,human soldier,2bbec8b2-0de8-52e9-a243-69920f869c9b,haste,7/6/1999
R,3,1,2,2,common,dog,3879e971-4e75-5664-a431-b244dcaa2dfc,mountainwalk,7/6/1999
R,1,1,1,1,common,goat,f6cfe841-abc3-5eee-a4ab-ffe84b201689,mountainwalk,7/6/1999
G,2,1,2,2,common,bear,15a8f0ec-7112-5009-bf9f-163a736d2ba5,,7/6/1999
G,5,1,4,3,rare,human soldier warrior legendary,eb3ae076-241e-52e6-9ef5-a186633a08e1,horsemanship,7/6/1999
G,5,1,4,5,common,human soldier,343fad84-43a5-51d0-88be-efe149f4d2eb,,7/6/1999
G,4,1,3,4,common,elephant,5682cb75-ef16-5a53-bb7b-b36843ebfb0f,,7/6/1999
G,3,1,2,2,uncommon,human mystic,d982995b-6daa-5758-a89f-eeb615c8112f,hexproof,7/6/1999
G,1,1,1,2,common,jackal,3d8259ff-3ed9-5daa-885a-5f1656e7328f,,7/6/1999
G,4,1,3,3,uncommon,horse,4b2f29a9-172a-5433-ad32-034c963f46fe,islandwalk,7/6/1999
G,2,1,2,1,common,monkey,9a1828e6-e633-5b65-bbe0-fdb05e0de545,forestwalk,7/6/1999
G,4,1,3,3,uncommon,ox,6ddca5f3-8985-52c4-b225-63830103161c,swampwalk,7/6/1999
G,1,1,1,1,common,rabbit,e6febf2d-f151-5652-9007-f8eb598e89a2,forestwalk,7/6/1999
G,4,2,3,4,uncommon,cat,e7451974-fc76-5228-86d0-59b6d78d80c7,forestwalk,7/6/1999
W,5,1,3,3,uncommon,angel,3b7e5657-c07c-58c2-97e1-0d66bdc27796,flying firststrike vigilance,2/8/2009
W,5,2,4,4,rare,angel,74ca9c39-538d-503b-952c-1b3cf9846afd,flying vigilance,9/4/1999
G;R;W,4,4,2,4,rare,cat warrior,027174a4-6d0c-5668-b2f1-dd22b875a894,doublestrike,1/1/2009
B,3,2,2,3,rare,vampire shaman,8aa0a1ac-57d7-5612-a66b-90af915cc378,flying deathtouch lifelink,1/1/2009
G,3,3,4,5,rare,beast,f4286284-871d-5ffc-a388-4771cbabf470,,1/1/2010
B,2,1,1,1,rare,insect horror,47fab2f1-2f27-594f-aac9-734ca43889a8,flying infect,1/1/2010
B,2,3,1,1,rare,imp artifact,93c28c47-7667-5487-94cf-0573c3f99b62, flying lifelink,1/1/2011
R,5,1,4,1,rare,vampire rogue,7b9b3f43-25bf-54cf-8d36-d9af06135296,undying,1/1/2012
G;R;W,3,3,5,4,rare,beast,0e5dafaa-b0d6-5ed2-ba29-6859a115e86c,,10/1/2008
W,6,2,3,3,common,human soldier,f5a29620-e87e-5e61-a5b7-8ffd3ac95b04,convoke flying,10/7/2005
W,2,1,1,2,common,bird,dbc5ab55-8883-536b-a6a5-9269e05bee1f,flying vigilance,10/7/2005
W,3,1,2,1,common,human soldier,a77a2998-aab7-589e-852d-321eff5439e2,firststrike vigilance,10/7/2005
U,1,1,1,1,common,crocodile,318b2200-e965-5d48-b519-c6be20667b75,islandwalk,10/7/2005
U,4,1,3,2,common,drake,6fc476ea-e7bb-5d74-8bbe-aa0ef9fb1596,flying,10/7/2005
R,3,1,2,2,common,goblin warrior,20485139-3683-5987-a27b-deeca3146092,mountainwalk,10/7/2005
G,8,2,7,6,uncommon,spider,593baf77-dc3e-5051-8c84-f4756922a60d,reach,10/7/2005
G,4,1,3,3,common,plant dog,90b5c97e-63c5-5e98-b8c6-78e95e23ef68,dredge3,10/7/2005
G,7,2,5,5,common,wurm,12d36672-1455-5c7a-a7a7-47ea8757134a,convoke trample,10/7/2005
G;W,15,5,9,14,rare,wurm,8b40b5e3-4405-558f-aab3-7f338ff98dc0,convoke trample,10/7/2005
R;W,2,2,1,2,uncommon,human soldier,2bbd9b32-af50-55f9-bccd-cdb3c3db1b00,doublestrike,10/7/2005
G;W,8,2,4,7,common,elemental,00a9a91f-5e03-55dd-8056-fa9a1487e2ed,convoke vigilance,10/7/2005
R;W,3,2,2,2,common,human knight,0d1accb6-0750-5106-86fa-e2d306957ee5,flying haste,10/7/2005
G;W,2,2,3,3,uncommon,wolf,4105410d-0c37-5789-bd00-5ab797869010,,10/7/2005
R;W,1,3,1,1,common,goblin soldier,e7281adb-90f4-5846-84fc-b37d9fffd0ef, firststrike,10/7/2005
X,5,0,6,2,uncommon,golem artifact,e50d20e1-d4be-5ebc-b894-ae035d53f1d0,,10/7/2005
W,2,1,1,1,common,human soldier,1f54a5a8-a2ef-554d-ab12-ff503863530b,firststrike banding,8/1/1995
W,1,1,1,1,common,wolf,61e2e912-040a-5ac9-973b-10dbba331f56,firststrike,8/1/1995
U,5,1,3,3,uncommon,leviathan,4fdea597-0e89-5e91-a11a-b67ca70e0b3a,islandwalk,8/1/1995
U,2,1,1,1,common,bird,70e0e587-3732-5b6e-bed8-0c031adb06f4,flying vigilance,8/1/1995
B,2,1,1,1,common,imp,447e535a-2fb9-5c3e-83ac-0d432c3f94b5,flying,8/1/1995
B,3,2,2,1,common,spirit minion,92dc99ad-3fbc-5fe1-b3d8-a06e8b3d1c76,swampwalk,8/1/1995
R,3,1,1,2,common,human bird,fed803af-49d8-53f0-99ee-f9c8d35829f7,flying,8/1/1995
G,4,1,4,5,common,plant wall,75c3d67b-1ca3-58e9-9065-536a80d665ac,defender,8/1/1995
G,5,1,4,4,common,boar,1537162a-30b4-5966-a583-542575e0f14e,,8/1/1995
G,3,2,2,2,common,leech,fd26adae-3b10-551e-bd16-a8f4f76378bd,firststrike,8/1/1995
X,3,0,2,3,uncommon,wall artifact,4df4cca9-ba8a-50f6-a9ba-951ed17bd86a,defender firststrike,8/1/1995
X,3,0,1,4,common,soldier artifact,e10242cb-58d6-565d-b9ff-5bd64055ff0f,vigilance,8/1/1995
W,4,1,2,2,common,elephant,b61c2d1e-69bb-576d-81f6-5851d8af2db1,trample banding,8/1/1995
R,3,1,1,2,common,human bird,c2c966ed-e705-56c8-9cc1-cb98e7484d30,flying,8/1/1995
X,3,0,2,3,uncommon,wall artifact,2fd968c2-53df-5d6b-b264-d982928371b6,defender firststrike,8/1/1995
X,3,0,1,4,common,soldier artifact,964849a7-3d2b-5332-b636-fa35dd97df85,vigilance,8/1/1995
W,3,2,2,3,common,vampire soldier,d85ca0b2-54e2-5a3a-bb78-4b6ae306f914,flying,1/19/2018
W,2,1,3,1,common,dinosaur,94d19ceb-a343-580c-b3fb-1626b944f8a7,,1/19/2018
W,2,1,2,2,common,human soldier,977b5947-86bf-553a-b2de-385ba3ebaf26,vigilance,1/19/2018
W,8,2,4,8,rare,elder dinosaur legendary,a3dec5d1-f5b7-5e45-afd3-811ea8775c12,flying doublestrike vigilance trample indestructible,1/19/2018
U,5,2,3,2,common,elemental,ba2c7169-f34d-5da3-818e-3b90b7ca16ff,flying hexproof,1/19/2018
U,2,1,1,3,common,merfolk warrior,10ef515f-7232-5516-b145-dc4e5642fcc9,,1/19/2018
B,5,1,5,3,common,lizard,338a81cf-45c8-5d37-934d-0794350cca2f,,1/19/2018
B,4,1,3,1,common,vampire spirit,8b2db8d5-fdd2-5cd0-97cf-0bf34cab8e1a,flying,1/19/2018
R,2,1,2,1,common,goblin pirate,3ea142de-d40c-50c1-980e-8fb27a8f097f,menace,1/19/2018
R,4,2,3,4,common,dinosaur,45135e6c-c7bc-5cd0-934d-f908cbe7e2a3,,1/19/2018
G,6,2,6,6,common,dinosaur,fd3db5e3-54e5-55fd-998e-4e5905363bce,trample,1/19/2018
G,3,1,4,2,common,dinosaur,016b5ac0-f8e3-593b-ac32-602f4658ce31,,1/19/2018
B,4,1,3,3,common,vampire soldier,7e5bef08-30ce-55a6-8a13-853f0309caf7,deathtouch,1/19/2018
R,2,1,2,2,common,goblin pirate,3b09bc67-eb02-5be2-b9bc-20000072995d,,1/19/2018
W,2,1,1,3,common,pegasus,c1b58101-a228-584d-bd76-1ad73f8021c1,flying,1/25/2019
W,3,1,2,1,uncommon,human cleric,88658929-152b-5ae7-9be8-9be49c0efd5a,afterlife2,1/25/2019
W,2,1,3,1,common,cat,3d199dc5-f9e4-5d3e-8ee8-dc297e02c900,,1/25/2019
W,4,1,2,3,common,bird,9daddc47-6090-5fd8-8cce-2460d8731c2a,flying afterlife1,1/25/2019
U,3,1,3,2,common,merfolk warrior,fb2d4fb4-e82e-5307-a8b2-afaf0948d7c1,,1/25/2019
U,5,1,2,5,common,homunculus,4e86ea22-e47c-55bc-8108-b6e34126a9d0,hexproof,1/25/2019
B,5,1,3,7,common,crocodile,5bf11981-a6f8-5347-afb7-d5ed8a403932,,1/25/2019
B,6,1,5,3,common,thrull,fce95457-eadb-5d2c-bc07-b98c045b13d1,afterlife2,1/25/2019
B,3,1,2,2,common,beast,21d9c49e-8332-5cb8-a6cf-d82d4e40c096,deathtouch,1/25/2019
B,2,1,1,2,uncommon,human rogue,26ca8bf8-5caf-5807-bd55-972a3d6145a4,deathtouch afterlife1,1/25/2019
R,2,1,2,2,common,cat,f4e7a65c-903b-51c2-9582-936617fe05d3,,1/25/2019
R,4,1,2,2,common,human warrior,d4454ca5-bca7-5c6c-8c04-3c1f04bc51c6,riot menace,1/25/2019
G,4,1,3,4,common,beast,03b0eb04-7ebd-5583-b034-4ab85e3166fb,,1/25/2019
G,5,1,3,5,common,spider,022fda96-964b-5b97-b311-3b0b0bcd0254,reach,1/25/2019
G,5,1,4,4,common,beast,d0e63b33-28bb-549a-90e0-98c37bec313b,riot,1/25/2019
G,7,2,6,6,common,beast,e1335217-0d38-5625-a903-d0b0b90e2568,riot trample,1/25/2019
B;W,2,2,2,1,common,human cleric,bd0d0b32-5705-57be-88a2-e66c284d730e,vigilance afterlife1,1/25/2019
G;R,2,2,2,2,uncommon,goblin berserker,1eda886f-d307-5b4f-93ed-6a43e7358e59,riot,1/25/2019
G;R,3,3,2,3,common,human warrior,27c78013-9fc8-54da-b1f3-4c229d329932,reach,1/25/2019
B;W,3,3,3,1,common,vampire,b58bcaf1-1489-5ca9-9025-eadd2d800444,lifelink,1/25/2019
W,2,1,2,2,common,human soldier,a0677cf6-118d-55a2-bf42-265f3c3694a7,,4/23/2010
W,4,1,2,4,common,griffin,a63fbfdb-1e98-5fe7-a4bb-f7ff27378064,flying,4/23/2010
W,5,1,4,5,uncommon,kor spirit,118942c9-6602-5c1e-ab9e-f97dc0e2c9db,defender flying,4/23/2010
U,3,1,2,3,common,crab,1f6d50b3-7cfd-518f-ad6b-46e4914b3c8d,,4/23/2010
B,3,1,2,1,common,bat,b84af5b4-acb4-5389-865b-8dc602d638cf,flying,4/23/2010
R,4,1,3,3,common,lizard,41b7937a-3296-5d34-bf79-5479121ec8c1,,4/23/2010
R,2,1,3,3,common,ogre warrior,f88cf00f-705e-52c9-941a-dd5a80191723,defender,4/23/2010
G,3,1,2,2,common,basilisk,29ee7782-955f-5e0a-8739-029b18b90e73,deathtouch,4/23/2010
G,5,1,3,5,common,lizard,5d95329e-e4c7-51aa-a31d-e2b015e199ef,,4/23/2010
G,3,1,1,5,common,spider,c094f21c-35d5-53ea-a963-c83533e93357,reach,4/23/2010
G,5,2,5,3,common,beast,5c8adfef-dd8b-5daa-8422-d622a116d608,trample,4/23/2010
W,2,1,1,1,common,pegasus,a5834adb-c5b9-5fbe-be6f-d8e302ea763e,flying banding,7/1/1996
W,3,1,2,2,common,unicorn,54f50283-71e5-57d2-addb-7e35aaab3421,,7/1/1996
U,1,1,1,1,common,merfolk,6582111e-b174-5cdf-b172-043638fe4231,,7/1/1996
U,2,1,1,1,common,bird,39c3e1e7-907f-5821-a224-97ad97ecf399,flying vigilance,7/1/1996
B,2,1,1,1,common,imp,e6e93e15-b9ea-54ff-a2f9-c04371eea584,flying,7/1/1996
B,4,1,3,3,uncommon,wraith,8f211187-891e-502f-a9a6-f9873c2328b0,swampwalk,7/1/1996
B,3,2,2,1,common,spirit minion,f85bc7eb-53d8-54e5-b356-38f69b327e45,swampwalk,7/1/1996
B,3,1,2,2,common,zombie,96ca6100-0292-5d58-94ac-2664b0335895,,7/1/1996
R,4,1,3,3,common,giant,5f73a1c1-46e8-5479-93d7-3f4fd22c5ed5,,7/1/1996
R,1,1,1,1,common,goblin,1aae375b-48f7-540e-8308-180a697a7099,,7/1/1996
G,5,1,4,4,common,boar,c63f1efc-eb33-5529-bf6c-a0a6cca79942,,7/1/1996
G,2,1,2,1,rare,elf archer,4a23ce4b-e287-56ba-8093-b79d9c19797e,firststrike,7/1/1996
G,2,1,2,2,common,bear,de0f0d0f-de5b-5202-8609-269af88537c7,,7/1/1996
G,1,1,1,1,common,faerie,68524a0e-26ae-5e49-bb85-0a56730038d2,flying,7/1/1996
G,4,1,3,3,common,elephant,35f93721-f6b2-5870-b087-79ea635bb7a2,trample,7/1/1996
W,2,1,1,3,common,pegasus,98f7bca4-7d9f-583a-baee-81049a09feac,flying,10/5/2012
W,2,1,1,1,uncommon,human soldier,6125dc0e-1b9d-50a4-8658-5412e45358b1,doublestrike,10/5/2012
W,3,2,2,3,common,griffin,231c0c47-791d-586d-9c97-1ba482dcbfe0,flying,10/5/2012
W,1,1,1,1,common,cat,ea5773c1-d8f7-50be-9656-67b5b3c0bd68,lifelink,10/5/2012
U,3,1,0,6,uncommon,illusion wall,6683bc9b-e0b3-56db-8d98-ad3fd32e37f1,defender flying,10/5/2012
U,6,2,3,4,uncommon,drake,9a985fc1-3c41-521a-9461-1aa3a22505a7,flash flying,10/5/2012
B,5,1,2,6,common,slug,8c223cb8-e9cc-54c4-9d9a-c9ff29103b79,,10/5/2012
B,2,1,1,1,common,imp,84255e6d-df65-53cc-b53c-87b89778a4e5,flying lifelink,10/5/2012
B,3,1,2,3,common,zombie,426f2ff4-207b-5ed6-a019-cc1fe8393084,unleash,10/5/2012
B,2,1,1,2,uncommon,human assassin,4e822d23-9bc1-5a66-b182-1818404f5841,deathtouch unleash,10/5/2012
R,4,2,4,3,uncommon,giant,4b385cc5-8546-561c-9735-71b8b4b1c9e8,trample unleash,10/5/2012
R,4,1,5,2,common,elemental,990d84c3-3e63-5cf1-9d7e-924163bdd48b,,10/5/2012
R,2,1,2,1,common,human warrior,aedc7efa-d2bd-5135-bade-a0db62bdbe04,unleash,10/5/2012
R,7,1,6,2,uncommon,minotaur berserker,7f09067c-b1c0-57bb-8db3-93cbf0c38413,firststrike haste,10/5/2012
R,3,1,2,2,common,human warrior,37e00c39-f9e7-5fc1-acd5-e7a83f931d1f,firststrike unleash,10/5/2012
R,6,1,5,4,common,beast,8e8d801e-aa10-53dd-8da6-92698821da63,haste,10/5/2012
G,7,2,5,5,uncommon,spider,9a1025f8-82fa-5ca9-bf63-05f98b8353f5,reach trample,10/5/2012
G,7,1,6,7,common,elk,12b932bc-bad5-5c4c-bcab-081e9cdd2b98,,10/5/2012
G,2,1,3,1,uncommon,beast,80b5b104-02a6-5b14-befa-a672aad9ae7d,vigilance,10/5/2012
G,5,1,3,4,common,rhino,e7aff0b6-ca88-5e74-ba87-2a0bd464af82,hexproof,10/5/2012
G,4,1,2,4,common,beast,4f9c21bd-3be1-5ead-b62f-c2c1dbc651ab,reach,10/5/2012
B;R,6,2,5,4,rare,nightmare horse,62c2c962-3471-51d0-a126-442baac64fc9,firststrike haste unleash,10/5/2012
U;W,4,2,2,4,common,human knight,d80c3626-c912-52fc-9f87-05ec436bd549,flash vigilance,10/5/2012
B;R,5,2,3,3,uncommon,elemental dog,7dc2a217-deb6-54cb-af9e-1e3753349604,lifelink haste,10/5/2012
G;W,7,2,8,8,uncommon,elemental,261d27d7-0744-541f-9f11-d21a0dc37f05,vigilance,10/5/2012
B;R,5,2,5,3,common,horror,7dbc20b9-c41c-5b2e-a338-35c4374ffbba,unleash,10/5/2012
B;G,5,6,5,4,common,insect,51d539bb-b34f-530e-9c12-9b865503ceef,,10/5/2012
B;R,1,3,1,1,uncommon,devil,8a798a57-5261-5d35-9b30-1eb10e871cfd,unleash,10/5/2012
B;R,2,6,2,1,common,human berserker,0b2f5e44-6d29-5f58-9c56-e3e723153f5b,haste,10/5/2012
U;W,3,6,2,2,common,spirit,6a677ade-135e-5763-a464-53e14b87de26,flying,10/5/2012
W,1,1,1,1,common,human soldier,ad960aa0-7f8c-5305-980e-e43b797f98c9,,4/1/2000
W,2,1,2,2,common,human knight,9380b639-fb55-5e54-b5e7-0110483ae019,,4/1/2000
W,2,1,1,1,common,bird,d232a349-b83b-563b-9388-c344ffb76862,flying,4/1/2000
W,3,1,2,2,common,griffin,987892f3-5b22-585d-a2b7-e352ece9799f,flying,4/1/2000
U,4,1,3,3,common,octopus,fc6b1f5f-2a5a-58f5-a285-3b7f2caff6e0,,4/1/2000
